title;artist;album;platform;isFound
"Stay Together For The Kids";"Blink 182";"Take Off Your Pants And Jacket";applemusicapp;1
"Stay With Me";"Danity Kane";"Danity Kane";applemusicapp;1
"Stay With Me";"Sam Smith";"In the Lonely Hour";applemusicapp;1
"Stay With You";"The Goo Goo Dolls";"Greatest Hits Vol.1 The Singles";applemusicapp;1
"Stay Young";"We the Kings";"We the Kings";applemusicapp;1
"Stayin' Alive";"Bee Gees";"Staying Alive (Original Motion Picture Soundtrack)";applemusicapp;1
"Steady As She Goes";"The Raconteurs";"Broken Boy Soldiers";applemusicapp;1
"Steal My Kisses";"Ben Harper & The Innocent Criminals";"Now That's What I Call Music! Vol. 4";applemusicapp;1
"Steal The Universe Away (Remix)";Tritonal;;applemusicapp;0
"The Stenographer (Demo)";"Relient K";"The Bird & The Bee Sides";applemusicapp;1
Stephen;Ke$ha;Animal;applemusicapp;1
Stereo;"Story Of The Year";"In The Wake Of Determination";applemusicapp;1
"Stereo Hearts";"Gym Class Heroes";"Stereo Hearts (feat. Adam Levine) - Single";applemusicapp;1
"Stereo Love";"Edward Maya ft. Alicia";;applemusicapp;0
"Steve Berman (Skit)";"Eminem & Steve Berman";"The Marshall Mathers LP";applemusicapp;1
"Stick It out so You Can Say I Made It (Motivational Speech V2) [feat. William Hollis]";"Fearless Motivation";"Born Ready (Motivational Speeches Gym & Workout)";applemusicapp;1
"Sticks and Stones";"Aly & AJ";"Into the Rush";applemusicapp;1
Stickwitu;"The Pussycat Dolls";PCD;applemusicapp;1
"Still Blazin";"Wiz Khalifa";"Kush & Oj";applemusicapp;1
"Still Bleeding";"Super Mash Bros.";"All About The Scrilions";applemusicapp;0
"Still Dirrty";"Christina Aguilera";"Back To Basics [Disc 1]";applemusicapp;1
"Still Feels Good";"Rascal Flatts";"Still Feels Good";applemusicapp;1
"Still Fly (Remix)";"Mike Stud";;applemusicapp;0
"Still Here";Drake;Views;applemusicapp;1
"Still Into You";Paramore;"Still Into You - Single";applemusicapp;1
"Still Waiting";"Sum 41";"Does this Look Infected?";applemusicapp;1
"Stir Fry";Migos;"Culture II";applemusicapp;1
Stitches;"Shawn Mendes";;applemusicapp;1
"Stockholm Syndrome";"Blink 182";"Blink 182";applemusicapp;1
"Stolen Dance";"Milky Chance";Sadnecessary;applemusicapp;1
"Stone Cold Sober";"Brantley Gilbert";"Stone Cold Sober - Single";applemusicapp;1
Stoner;"Young Thug";"Stoner - Single";applemusicapp;1
"Stop & Stare";OneRepublic;OneRepublic;applemusicapp;1
"Stop And Stare";OneRepublic;"Dreaming Out Loud";applemusicapp;1
"Storm In A Teacup";"Red Hot Chili Peppers";"Stadium Arcadium";applemusicapp;1
"The Story";"30 Seconds To Mars";"A Beautiful Lie";applemusicapp;1
"Story Of A Lonely Guy";"Blink 182";"Take Off Your Pants And Jacket";applemusicapp;1
"Story Of My Life";"One Direction";"Midnight Memories (Deluxe)";applemusicapp;1
"Story Of My Life";"Social Distortion";;applemusicapp;1
"The Story Of My Old Man";"Good Charlotte";"The Young And The Hopeless";applemusicapp;1
"The Story of O.J.";JAY-Z;4:44;applemusicapp;1
"The Story Of Us";"Taylor Swift";"Speak Now (Deluxe Version)";applemusicapp;1
"The Story Of Us (US Version)";"Taylor Swift";"Speak Now (Deluxe Version)";applemusicapp;1
"A Story to Tell Your Friends";"Every Avenue";"Shh. Just Go with It";applemusicapp;1
"Straight Up";"Paula Abdul";"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Straightjacket Feeling";"The All-American Rejects";"Move Along";applemusicapp;1
"Straitjacket Feeling";"The All-American Rejects";"Move Along";applemusicapp;0
"Strange Clouds";"B.o.B ft Lil Wayne";;applemusicapp;0
"Strange Clouds";B.o.B.;;applemusicapp;1
"Strange Clouds (feat. Lil Wayne)";B.o.B;"Strange Clouds";applemusicapp;1
Stranger;"Hilary Duff";Dignity;applemusicapp;1
"Stranger In A Strange Land";"30 Seconds To Mars";"This Is War";applemusicapp;1
"Strawberry Avalanche";"Owl City";"Monthly Singles - Master";applemusicapp;1
"Streetcorner Symphony";"Rob Thomas";"Something To Be-Retail";applemusicapp;1
"Streets Ahead 2015 (Out of Control)";Alfons;"Streets Ahead 2015 (Out of Control) - Single";applemusicapp;1
"Stressed Out";"Twenty One Pilots";Blurryface;applemusicapp;1
Stricken;Disturbed;"Ten Thousand Fists";applemusicapp;1
Stricken;Disturbed;;applemusicapp;1
Stricken;Disturbed;;applemusicapp;1
Stricken;Disturbed;"Ten Thousand Fists (Bonus Track Version)";applemusicapp;1
"String Quintet in E major, Op. 11, No. 5, G. 275: III. Minuetto";"Béla Bánfalvi & Budapest Strings";"Chamber Music (Romantic 19th Century)";applemusicapp;1
Strings;"Blink 182";"Cheshire Cat";applemusicapp;1
"Strip (feat. Kevin Mccall)";"Chris Brown";RockDizMusic.Com;applemusicapp;1
"Strip My Mind";"Red Hot Chili Peppers";"Stadium Arcadium";applemusicapp;1
"Strip That Down (feat. Quavo)";"Liam Payne";"Strip That Down (feat. Quavo) - Single";applemusicapp;1
"Stripped Part 1";"Christina Aguilera";Stripped;applemusicapp;0
"Stripped Part 2";"Christina Aguilera";Stripped;applemusicapp;0
Stronger;"Kanye West";Graduation;applemusicapp;1
"Stronger (What Doesn't Kill You) [Nicky Romero Club Mix]";"Kelly Clarkson";"NOW That's What I Call a Workout";applemusicapp;1
"Stronger Than I Was";Eminem;"Marshall Mathers LP 2";applemusicapp;1
Stuck;"Stacie Orrico";"Stuck - EP";applemusicapp;1
"Stuck In the Middle With You (Rerecorded)";"Stealers Wheel";"Stuck In the Middle With You (Rerecorded Version) - EP";applemusicapp;1
"Stuck Like Glue";Sugarland;;applemusicapp;1
"Studio (feat. BJ the Chicago Kid)";"ScHoolboy Q";"Oxymoron (Deluxe Version)";applemusicapp;1
"Stuff Is Messed Up";"The Offspring";"Rise and Fall, Rage and Grace";applemusicapp;1
Stunner;"Milky Chance";Sadnecessary;applemusicapp;1
"Stupid Girls";Pink;"I'm Not Dead";applemusicapp;1
"Stupid Girls";P!NK;"Stupid Girls - Single";applemusicapp;1
Style;"Taylor Swift";"1989 (By Alexis Castro DJ)";applemusicapp;1
"Success Requires Effort (Motivational Speech)";"Fearless Motivation";"Born Ready (Motivational Speeches Gym & Workout)";applemusicapp;1
"Sucker for Pain (with Logic, Ty Dolla $ign & X Ambassadors)";"Lil Wayne, Wiz Khalifa & Imagine Dragons";"Suicide Squad: The Album";applemusicapp;1
"Suddenly I See";"KT Tunstall";"Eye to the Telescope";applemusicapp;1
"Suga Mama";"Fifth Harmony";"Reflection (Deluxe)";applemusicapp;1
Sugar;"Flo Rida";"Sugar - Single";applemusicapp;1
Sugar;"Maroon 5";"V (Deluxe Version)";applemusicapp;1
Sugar;"Flo Rida";;applemusicapp;1
"Sugar (Gimme Some)";"Trick Daddy";"Thug Matrimony - Married to the Streets";applemusicapp;1
"Sugar Rush";"Cash Cash";;applemusicapp;1
"Sugar Sugar";"Baby Bash f. Frankie J";;applemusicapp;0
"Sugar, Sugar";"The Archies";"Sugar, Sugar";applemusicapp;1
"Sugar, We're Goin Down";"Fall Out Boy";"From Under the Cork Tree (Tour Edition)";applemusicapp;1
"Sugar, We're Goin Down -spec";"pro Fall Out Boy";"From Under the Cork Tree";applemusicapp;0
"Sugar, We're Goin' Down";"Fall Out Boy";;applemusicapp;1
"Suit & Tie (feat. JAY Z)";"Justin Timberlake";"Suit & Tie (feat. JAY Z) - Single";applemusicapp;1
"Suite bergamasque, L. 75: III. Clair de lune";"Jesse Myers";"Ethereal (Relaxing Classical Piano)";applemusicapp;1
"Suite From The Polar Express";"Alan Silvestri";"The Polar Express";applemusicapp;1
"Suite No. 2 Op. 55 - Solveigs Song";"Bamberg Symphony Orchestra & Georg Singer";"Grieg - Peer Gynt - Holberg Suites";applemusicapp;0
Summer;"Calvin Harris";"Summer - Single";applemusicapp;1
Summer;"Sum 41";"All Killer No Filler";applemusicapp;1
Summer;"Imagine Dragons";"Smoke + Mirrors (Deluxe)";applemusicapp;1
"Summer Girls";"Lyte Funkie Ones";;applemusicapp;0
"Summer Hair = Forever Young";"The Academy Is...";"Fast Times at Barrington High";applemusicapp;1
"Summer Love";"Justin Timberlake";"Future Sex/Love Sounds";applemusicapp;1
"Summer Montage / Madeline";"Justin Hurwitz";"La La Land (Original Motion Picture Soundtrack)";applemusicapp;1
"Summer Nights";"Rascal Flatts";Unstoppable;applemusicapp;1
"Summer Of '69";"Bryan Adams";;applemusicapp;1
"Summer Paradise";"Simple Plan";;applemusicapp;1
"Summer Vibe";"Walk Off the Earth";"R.E.V.O. - EP";applemusicapp;1
"Summer Young";"Rascal Flatts";"Nothing Like This";applemusicapp;1
Summerboy;"Lady GaGa";"The Fame";applemusicapp;1
"Summers Over Interlude";Drake;Views;applemusicapp;1
Summertime;"New Kids On The Block";"Summertime - Single";applemusicapp;1
"Summertime In The City";DK;"Shy State of Mind";applemusicapp;0
"Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix)";"Lana Del Rey";"The Workout Mix - Summer Fit CD1";applemusicapp;1
Summit;Skrillex;;applemusicapp;1
"Summit Siege";"Christophe Beck";"Frozen (Deluxe Edition) (CD1)";applemusicapp;0
"Summit Siege";"Christophe Beck";"Frozen (Original Motion Picture Soundtrack)";applemusicapp;0
"The Sun";"Maroon 5";"Songs About Jane";applemusicapp;1
"Sun Daze";"Florida Georgia Line";"Anything Goes";applemusicapp;1
"Sun Is Shining";"Axwell Λ Ingrosso";"More Than You Know (Bonus Track Edition)";applemusicapp;1
"Sun Of A Gun";"Oh Land";;applemusicapp;1
"Sunburnt Lips";"Luke Bryan";"Crash My Party (Deluxe Version)";applemusicapp;1
"Sunday Afternoon";"Rascal Flatts";"Nothing Like This";applemusicapp;0
"Sunday Best";Surfaces;"Where the Light Is";applemusicapp;1
"Sunday Morning";"Maroon 5";"Songs About Jane";applemusicapp;1
"Sunday Mornings";"Maroon 5";"Songs About Jane";applemusicapp;0
"Sunflower (Spider-Man: Into the Spider-Verse)";"Post Malone & Swae Lee";"Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)";applemusicapp;1
"Sunny And 75";"Joe Nichols";"New Country May 2013";applemusicapp;1
"Sunny Road";"Emilíana Torrini";"Fisherman's Woman";applemusicapp;1
Sunrise;"Norah Jones";"Now That's What I Call Music! Vol. 15";applemusicapp;1
Sunrise;"Rascal Flatts";Changed;applemusicapp;1
"Sunset Lover";"Josh Kelley";"Music From The Motion Picture John Tucker Must Die";applemusicapp;1
Sunshine;"Lil' Flip & Lea Quezada";"You Gotta Feel Me";applemusicapp;0
Sunshine;JoJo;JoJo;applemusicapp;1
"Sunshine & Whiskey";"Frankie Ballard";"Sunshine & Whiskey";applemusicapp;1
"Sunshine On My Shoulders";"John Denver";Unplugged;applemusicapp;1
"Super Bass";"Nicki Minaj";"Pink Friday";applemusicapp;1
"Super Freak";"Rick James";"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Super High";"Rick Ross ft Wiz Khalifa, Currency";;applemusicapp;0
Superheroes;"The Script";"Superheroes - Single";applemusicapp;1
"Superhuman (feat. Shane Eli)";Campfire;"Superhuman (feat. Shane Eli) - Single";applemusicapp;1
Superman;Eminem;"The Eminem Show";applemusicapp;1
Superman;"Taylor Swift";"Speak Now (Deluxe Version)";applemusicapp;1
Superman;Goldfinger;;applemusicapp;1
"Supermassive Black Hole";Muse;"The Twilight Soundtrack";applemusicapp;1
"Supermassive Black Hole";Muse;"Black Holes and Revelations";applemusicapp;1
Superstar;"Wiz Khalifa";"Deal Or No Deal";applemusicapp;1
Superstition;"Stevie Wonder";"Talking Book";applemusicapp;1
Supplies;"Justin Timberlake";"Man of the Woods";applemusicapp;1
"Supposed To Be";"Jack Johnson";"Sing A Longs and Lullabies For the film Curious George";applemusicapp;1
"Sure Be Cool If You Did";"Blake Shelton";"Sure Be Cool If You Did - Single";applemusicapp;1
"Surprise Hotel";"Fool's Gold";"Surprise Hotel - Single";applemusicapp;1
Surrender;"Ashlee Simpson";Autobiography;applemusicapp;1
Surrender;"Cash Cash";;applemusicapp;1
Survival;Eminem;"Marshall Mathers LP 2";applemusicapp;1
"Survival Tactics (feat. Capital Steez)";"Joey Bada$$";1999;applemusicapp;1
Survivor;"Destiny's Child";"Destiny's Child - #1's";applemusicapp;1
Suspicions;"Tim McGraw";"Let It Go";applemusicapp;1
"Swagger (Original Radio Edit)";"Bombs Away";Swagger;applemusicapp;1
"Swalla (feat. Nicki Minaj & Ty Dolla $ign)";"Jason Derulo";"Swalla (feat. Nicki Minaj & Ty Dolla $ign) - Single";applemusicapp;1
"Swan Lake, Act 2 [Swan Theme Excerpt]";"Alexander Lazarev & The Bolshoi Symphony Orchestra";"40 Most Beautiful Love Themes";applemusicapp;0
Sway;"Vanessa Carlton";"Be Not Nobody";applemusicapp;1
"Sweat The Battle Before The Battle Sweats You";"Cute Is What We Aim For";"The Same Old Blood Rush With A New Touch";applemusicapp;1
"Sweater Weather";"The Neighbourhood";"I Love You.";applemusicapp;1
"Sweet but Psycho";"Ava Max";"Sweet but Psycho - Single";applemusicapp;1
"Sweet Caroline";"Neil Diamond";;applemusicapp;1
"Sweet Caroline";"Neil Dimond";;applemusicapp;1
"Sweet Child O' Mine";"Guns N' Roses";"Sweet Child O' Mine";applemusicapp;1
"Sweet child of Mine";"Guns n Roses";"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Sweet Creature";"Harry Styles";"Harry Styles";applemusicapp;1
"Sweet Dreams";Beyonce;"I Am Sasha Fierce";applemusicapp;1
"Sweet Dreams";Eurythmics;"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Sweet Dreams";"Marilyn Manson";"100 Greatest Rock Songs Of The 90s";applemusicapp;1
"Sweet Home Alabama";"Lynyrd Skynyrd";;applemusicapp;1
"Sweet Nothing [feat. Florence Welch]";"Calvin Harris";"The Workout Mix - Summer Fit CD1";applemusicapp;1
"Sweet Sun";"Milky Chance";Sadnecessary;applemusicapp;1
"Sweet Talk 101";"Cute Is What We Aim For";"The Same Old Blood Rush With A New Touch";applemusicapp;1
"Sweet Temptation";Jewel;0304;applemusicapp;1
"Sweet Victory";Spongebob;;applemusicapp;0
"Sweetest Girl";"Wyclef Jean Ft. Akon, Lil Wayne & Nia";"Wyclef Jean";applemusicapp;1
"Sweetest Goodbye";"Maroon 5";"Songs About Jane";applemusicapp;1
Sweetheart;"Thomas Rhett";"Life Changes";applemusicapp;1
Sweetness;"Jimmy Eat World";"Bleed American";applemusicapp;1
"Swimming Pools (Drank) [Bonus Track]";"Kendrick Lamar";"good kid, m.A.A.d city (Deluxe Version)";applemusicapp;1
Swing;Savage;"Knocked Up Soundtrack";applemusicapp;1
"Swing Swing";"The All-American Rejects";;applemusicapp;1
"Swing Tree";Discovery;"LP (Bonus Track Version)";applemusicapp;1
Swingtown;"Steve Miller Band";;applemusicapp;1
"Switch (Main Version)";"Will Smith";"Lost and Found";applemusicapp;1
"Switch It Off (Radio Edit)";Redlight;"The Workout Mix - Summer Fit CD2";applemusicapp;0
Symmetry;Saba;"Symmetry - Single";applemusicapp;1
Sympathy;"Goo Goo Dolls";"A Cinderella Story";applemusicapp;1
Sympathy;"The Goo Goo Dolls";"Greatest Hits Vol.1 The Singles";applemusicapp;1
Symphonies;"Dan Black";((un));applemusicapp;1
"Symphonies (Remix) (Feat. Kid CuDi)";"Dan Black";HotNewHipHop.com;applemusicapp;1
"Symphony No. 3 in E-flat major, Op. 55, ""Eroica"" - Scherzo: Allegro Vivace";"Nicolaus Esterhazy Sinfonia";"The Best of Beethoven";applemusicapp;1
"Symphony No. 5 In C Minor, Op. 67 (Fate): I. Allegro Con Brio";"Tbilisi Symphony Orchestra";"Fast Movements - the Classical Energy Collection";applemusicapp;1
"Symphony No. 5 in C-Sharp Minor: IV. Adagietto (Sehr langsam)";"Gewandhausorchester Leipzig & Václav Neumann";"Mahler: Symphony No. 5";applemusicapp;1
"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande (Awakening of happy feelings on arrival in the country) [Allegro ma non troppo]";"Tbilisi Symphony Orchestra, Jansug Kakhidze & Vakhtang Kakhidze";"Beethoven - 100 Supreme Classical Masterpieces: Rise of the Masters";applemusicapp;1
"Symphony No. 9,  Op. 95 ""New World Symphony"": IV. Allegro Con Fuoco";"The City of Prague Philharmonic Orchestra & Friedemann Rahlie";"A Trip to Prague";applemusicapp;0
"Symptoms Of You";"Lindsay Lohan";Speak;applemusicapp;1
Synthesizer;"Mike Posner";"31 Minutes to Takeoff";applemusicapp;1
"T Shirt";Shontelle;Shontelligence;applemusicapp;1
T-Shirt;"Destiny's Child";"Destiny Fulfilled";applemusicapp;1
T-Shirt;"Thomas Rhett";"Tangled Up";applemusicapp;1
T.A.P.;"Wiz Khalifa ft. Juicy J";"Taylor Allderdice";applemusicapp;0
T.G.I.F.;"Kid Cudi ft Chip tha Ripper";"Plain Pat & Emile Presents a KiD named CuDi";applemusicapp;0
T.H.T.;"Sum 41";"Half Hour Of Power";applemusicapp;1
"Tacata' (Radio Edit)";Tacabro;"Tacatà - Single";applemusicapp;1
"Tainted Love";"Soft Cell";"13 Going On 30";applemusicapp;1
"Tainted Love/Where Did Our Love Go";"The Pussycat Dolls";PCD;applemusicapp;1
"Take a Little Ride";"Jason Aldean";"Take a Little Ride - Single";applemusicapp;1
"Take a Step Back";"Every Avenue";"Shh. Just Go with It";applemusicapp;1
"Take A Walk";"Passion Pit";;applemusicapp;1
"Take Back The Night";"Justin Timberlake";"Take Back The Night";applemusicapp;1
"Take It Back";"Ed Sheeran";"x (Deluxe Edition)";applemusicapp;1
"Take It Easy";"Jackson Browne";;applemusicapp;1
"Take It Easy";Eagles;;applemusicapp;1
"Take It Off";Ke$ha;Animal;applemusicapp;1
"Take It Or Leave It";Jet;"Get Born";applemusicapp;1
"Take It to the Head (feat. Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne)";"DJ Khaled";"Take It to the Head (feat. Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne) - Single";applemusicapp;1
"Take Me Back";"Story Of The Year";"In The Wake Of Determination";applemusicapp;1
"Take Me Back";"Taio Cruz";Rokstarr;applemusicapp;1
"Take Me Home";"Cash Cash";;applemusicapp;1
"Take Me Home (feat. Slaine)";"Chris Webby";"There Goes The Neighborhood EP";applemusicapp;1
"Take Me Home (Remix)";Warkids;;applemusicapp;0
"Take Me Home Tonight";"Eddie Money";;applemusicapp;1
"Take Me Out";"Franz Ferdinand";;applemusicapp;1
"Take Me Out";"Franz Ferdinand";"Franz Ferdinand";applemusicapp;1
"Take Me There";"Rascal Flatts";"Still Feels Good";applemusicapp;1
"Take Me To Church";Hozier;"Take Me To Church";applemusicapp;1
"Take My Breath Away";"Jessica Simpson";"Now That's What I Call Music! 16";applemusicapp;1
"Take My Breath Away";Berlin;"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Take On Me";Aha;"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Take On Me";a-ha;"25 (Deluxe Version)";applemusicapp;1
"Take Over Control";"Afrojack feat. Eva Simons";"538 Dance Smash 2010 Vol.4";applemusicapp;1
"The Take Over, The Break's Over";"Fall Out Boy";"Infinity On High";applemusicapp;1
"Take The Money And Run";"Steve Miller Band";;applemusicapp;1
"Take This To Heart";"Mayday Parade";"A Lesson In Romantics";applemusicapp;1
"Take You There";"Sean Kingston";"Sean Kingston";applemusicapp;1
"Take Your Mama";"Scissor Sisters";"Scissor Sisters";applemusicapp;1
"Take Your Time";"Sam Hunt";Montevallo;applemusicapp;1
"Takes Me Nowhere";"The Offspring";"Rise and Fall, Rage and Grace";applemusicapp;1
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)";"DJ Snake";"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B) - Single";applemusicapp;1
"The Tale of the Tsar Saltan: The Flight of the Bumble Bee";"Camerata Rhenania & Hanspeter Gmür";"111 Classical Masterpieces";applemusicapp;1
Talk;"DJ Snake & George Maple";Encore;applemusicapp;1
"Talk Dirty";"Jason Derulo";"Talk Dirty (Feat 2 Chainz) - Single";applemusicapp;1
Talk!;"The 1975";"The 1975";applemusicapp;1
"Talkin' 2 Myself";Eminem;;applemusicapp;1
"Talking Body";"Tove Lo";"Queen of the Clouds";applemusicapp;1
"Tall Glass of Something";"Jake Owen";"Days of Gold";applemusicapp;1
Tangled;"Maroon 5";"Songs About Jane";applemusicapp;1
"Taste The Poison";"Story Of The Year";"In The Wake Of Determination";applemusicapp;1
Tattoo;"Jordin Sparks";"Tattoo - Single";applemusicapp;1
"Tattoos On This Town";"Jason Aldean";"My Kinda Party";applemusicapp;1
"Tchu Tchu Tcha (feat. Enrique Iglesias)";Pitbull;"Global Warming";applemusicapp;1
"Te Busque";"Nelly Furtado Feat. Juanes";Loose;applemusicapp;0
"Te Busque [Spanish Version]";"Nelly Furtado Feat. Juanes";Loose;applemusicapp;1
"Teach Me How to Dougie";"California Swag District";;applemusicapp;0
Team;Lorde;"Pure Heroine";applemusicapp;1
"Tear Your Love Apart";Gomez;"How We Operate";applemusicapp;1
"Teardrops On My Guitar";"Taylor Swift";Fearless;applemusicapp;1
"Teardrops On My Guitar (POP Version)";"Taylor Swift";"Taylor Swift";applemusicapp;1
"Teardrops On My Guitar (Radio Single Remix)";"Taylor Swift";"Taylor Swift";applemusicapp;1
"Tearin' Up My Heart";Nsync;"Greatest Hits";applemusicapp;0
"Tears Don't Fall";"Bullet for My Valentine";"The Poison";applemusicapp;1
"Teasing To Please (Left Side, Strong Side)";"Cute Is What We Aim For";"The Same Old Blood Rush With A New Touch";applemusicapp;1
TECKN0;"Zach Fredine";"Garage Band Shizz";applemusicapp;0
"Teenage Alien Nation";"American Hi-Fi";"The Art Of Losing";applemusicapp;1
"Teenage Dream";"Katy Perry";"Teenage Dream";applemusicapp;1
Teenagers;"My Chemical Romance";"The Black Parade";applemusicapp;1
Teenagers;"My Chemical Romance";;applemusicapp;1
Telephone;"Lady Gaga ft.Beyonce";"The Fame Monster";applemusicapp;0
"Teleport 2 Me, Jamie";"KiD CuDi";Wzrd;applemusicapp;0
"Television, Television";"OK Go";"Oh No";applemusicapp;1
"Tell Me a Story";"Phillip Phillips";"The World from the Side of the Moon (Deluxe)";applemusicapp;1
"Tell Me A Story";"Hilary Duff & Lil' Romeo";"Santa Claus Lane";applemusicapp;0
"Tell Me Baby";"Red Hot Chili Peppers";"Stadium Arcadium";applemusicapp;1
"Tell Me How You Like It";"Florida Georgia Line";"Here's To the Good Times (Deluxe Version)";applemusicapp;1
"Tell Me What to Do";"Metro Station";"Metro Station";applemusicapp;1
"Tell Me Why";"Taylor Swift";Fearless;applemusicapp;1
"Tell Me You Get Lonely";"Frankie Ballard";"Sunshine & Whiskey";applemusicapp;1
"Tell That Mick He Just Made My List Of Things To Do Today";"Fall Out Boy";"Take This To Your Grave";applemusicapp;1
Temperature;"Sean Paul";"The Trinity";applemusicapp;1
"Tempted by the Fruit of Another";Squeeze;"VH1 100 Greatest Songs of 80’s";applemusicapp;0
"Tenerife Sea";"Ed Sheeran";"x (Deluxe Edition)";applemusicapp;1
"Tennessee Whiskey";"Chris Stapleton";Traveller;applemusicapp;1
Tequila;"Dan + Shay";"Dan + Shay";applemusicapp;1
"Territorial Pissings";Nirvana;"Smells like teen spirit";applemusicapp;1
"The Test";"The Academy Is...";"Fast Times at Barrington High";applemusicapp;1
"Texas Was You";"Jason Aldean";"My Kinda Party";applemusicapp;1
"Thank God for Hometowns";"Carrie Underwood";"Blown Away";applemusicapp;1
"Thank God I'm a Country Boy";"John Denver";Unplugged;applemusicapp;1
"Thank Goodness";"Kristin Chenoweth, Carole Shelley, Ensemble";"Wicked: Original Broadway Cast";applemusicapp;1
"thank u, next";"Ariana Grande";"thank u, next";applemusicapp;1
"Thank You";"Simple Plan";"Still Not Getting Any...";applemusicapp;1
"Thank You (Dedication To Fans...)";"Christina Aguilera";"Back To Basics [Disc 1]";applemusicapp;1
Thankful;"Kelly Clarkson";Thankful;applemusicapp;1
"Thanks For Nothing";"Sum 41";"Does this Look Infected?";applemusicapp;1
"Thanks For The Memories";"Fall Out Boy";"Infinity On High";applemusicapp;1
"Thanks For The Memories";"Fall Out Boy";;applemusicapp;1
"That Don't Sound Like You";"Lee Brice";"Billboard Top 60 Country Songs";applemusicapp;1
"That For Me";"Forever The Sickest Kids";"Underdog Alma Mater";applemusicapp;1
"That Green Gentlemen";"Panic at the Disco";"Pretty. Odd";applemusicapp;0
"THat Part (feat. Kanye West)";"ScHoolboy Q";"Blank Face LP";applemusicapp;1
"That's All She Wrote (Feat. Eminem)";T.I.;"No Mercy";applemusicapp;1
"That's How You Like It";"Beyoncé Feat. Jay-Z";"Dangerously In Love";applemusicapp;1
"That's My Girl";"Fifth Harmony";"7/27 (Deluxe)";applemusicapp;1
"That's My Kind of Night";"Luke Bryan";"Crash My Party (Deluxe Version)";applemusicapp;1
"That's Not My Name";"The Ting Tings";;applemusicapp;1
"That's What I Love About Sunday";"Craig Morgan";;applemusicapp;1
"That's What You Get";Paramore;Riot!;applemusicapp;1
"That's Where It Is";"Carrie Underwood";"Some Hearts";applemusicapp;1
"That’s What I Like";"Bruno Mars";"24K Magic";applemusicapp;1
"The Ballad Of Mona Lisa";"Panic! At The Disco";"Vices and Virtues";applemusicapp;1
"Them Girls Be Like";"Fifth Harmony";"Reflection (Deluxe)";applemusicapp;1
"Then I Did";"Rascal Flatts";"Feels Like Today";applemusicapp;1
"Then The Morning Comes";"Smash Mouth";"Astro Lounge";applemusicapp;1
Theraflu;"Kanye West feat DJ Khaled";;applemusicapp;0
"There And Back Again";Daughtry;Daughtry;applemusicapp;1
"There Goes The Neighborhood";"Chris Webby";"There Goes The Neighborhood EP";applemusicapp;1
"There Is No Light";"Wildbirds & Peacedrums";"The Snake";applemusicapp;1
"There It Go (The Whistle Song) [Edited Version]";"Juelz Santana";"What the Game's Been Missing!";applemusicapp;1
"There Was Another Time In My Life";"Relient K";"The Bird & The Bee Sides";applemusicapp;1
"There Was No Thief";"Relient K";"The Bird & The Bee Sides";applemusicapp;1
"There! Right There!";"Amber Efe, Christian Borle, Kate Shindle, Laura Bell Bundy, Manuel Herrera, Matthew Risch, Michael Rupert, Natalie Joy Johnson, Nikki Snelson & Richard H. Blake";"Legally Blonde (the Musical)";applemusicapp;1
"There'll Always Be a Lady Fair";"Ward Billeisen, Josh Franklin, Daniel J. Edwards & William Ryall";"Anything Goes (New Broadway Cast Recording)";applemusicapp;1
"There's A Class For This";"Cute Is What We Aim For";"The Same Old Blood Rush With A New Touch";applemusicapp;1
"There's A Good Reason These Tables Are Numbered Honey, You Just Haven't Thought Of It Yet";"Panic! At The Disco";"A Fever You Can't Sweat Out";applemusicapp;1
"There's No Cure Like Travel / Bon Voyage";"Anything Goes New Broadway Cast Ensemble";"Anything Goes (New Broadway Cast Recording)";applemusicapp;1
"There's No Solution";"Sum 41";Chuck;applemusicapp;1
"There's No Such Thing as Failure (Motivational Speech)";"Fearless Motivation";"Uncommon Being (Motivational Speeches)";applemusicapp;1
"There's No Sympathy for the Dead";"Escape the Fate";"Dying Is Your Latest Fashion";applemusicapp;1
"There's Nothing Holdin' Me Back";"Shawn Mendes";"Illuminate (Deluxe)";applemusicapp;1
"These Days";"Rascal Flatts";Melt;applemusicapp;1
"These Hard Times";"Matchbox Twenty";"Exile On Mainstream [Disc 2]";applemusicapp;1
"These Words (I Love You, I Love You)";"Natasha Bedingfield";"Now That's What I Call Music!, Vol. 20";applemusicapp;1
"They Called It Music";"The Gibson Brothers";"New Country May 2013";applemusicapp;1
